champion1,champion2,role1,role2,winrate
120,89,jungle,support,0.4186046511627907
68,267,jungle,support,0.41849148418491483
121,875,jungle,support,0.4180790960451977
107,12,jungle,support,0.4180790960451977
68,63,jungle,support,0.41711229946524064
19,111,jungle,support,0.41700404858299595
35,875,jungle,support,0.4134078212290503
11,147,jungle,support,0.4127906976744186
106,40,jungle,support,0.4074074074074074
76,53,jungle,support,0.4056603773584906
68,16,jungle,support,0.3971631205673759
76,555,jungle,support,0.38860103626943004
91,96,mid,adc,0.616504854368932
238,50,mid,adc,0.6130952380952381
68,360,mid,adc,0.610062893081761
38,15,mid,adc,0.5956284153005464
105,96,mid,adc,0.592814371257485
1,22,mid,adc,0.5875
10,222,mid,adc,0.5850622406639004
115,145,mid,adc,0.5840336134453782
38,119,mid,adc,0.5799086757990868
99,119,mid,adc,0.577639751552795
246,21,mid,adc,0.5727699530516432
42,67,mid,adc,0.5706214689265536
45,67,mid,adc,0.5677655677655677
8,15,mid,adc,0.5675675675675675
136,145,mid,adc,0.5659340659340659
99,21,mid,adc,0.5654761904761905
1,67,mid,adc,0.5652173913043478
34,29,mid,adc,0.5649717514124294
90,236,mid,adc,0.5636363636363636
64,67,mid,adc,0.5627906976744186
161,202,mid,adc,0.56
131,51,mid,adc,0.559748427672956
103,29,mid,adc,0.5596330275229358
161,18,mid,adc,0.5590277777777778
55,22,mid,adc,0.5589430894308943
101,360,mid,adc,0.5569007263922519
42,81,mid,adc,0.5560975609756098
91,22,mid,adc,0.5555555555555556
1,51,mid,adc,0.5550847457627118
234,110,mid,adc,0.5527638190954773
99,222,mid,adc,0.5523465703971119
68,202,mid,adc,0.5523255813953488
45,222,mid,adc,0.5516129032258065
1,18,mid,adc,0.5501432664756447
887,145,mid,adc,0.5494505494505495
3,202,mid,adc,0.5487804878048781
157,29,mid,adc,0.5482456140350878
101,29,mid,adc,0.5482233502538071
91,21,mid,adc,0.5481927710843374
238,96,mid,adc,0.5476190476190477
64,110,mid,adc,0.5476190476190477
103,110,mid,adc,0.5471698113207547
8,18,mid,adc,0.5471698113207547
91,67,mid,adc,0.5467625899280576
245,119,mid,adc,0.5454545454545454
68,145,mid,adc,0.5451895043731778
4,202,mid,adc,0.5448275862068965
105,360,mid,adc,0.5446927374301676
34,202,mid,adc,0.5444915254237288
105,67,mid,adc,0.543661971830986
4,222,mid,adc,0.5435684647302904
142,22,mid,adc,0.5433526011560693
8,145,mid,adc,0.5432525951557093
105,110,mid,adc,0.5427350427350427
101,96,mid,adc,0.5425531914893617
38,22,mid,adc,0.541958041958042
8,119,mid,adc,0.5418181818181819
518,145,mid,adc,0.5401459854014599
55,21,mid,adc,0.54
105,22,mid,adc,0.5398773006134969
68,18,mid,adc,0.5398773006134969
10,67,mid,adc,0.5396825396825397
112,18,mid,adc,0.5396419437340153
38,96,mid,adc,0.5396039603960396
42,145,mid,adc,0.5395348837209303
112,145,mid,adc,0.5392670157068062
8,202,mid,adc,0.5389221556886228
245,202,mid,adc,0.538878842676311
112,96,mid,adc,0.5387755102040817
8,67,mid,adc,0.5384615384615384
64,202,mid,adc,0.538135593220339
69,202,mid,adc,0.5380710659898477
1,145,mid,adc,0.5380710659898477
99,202,mid,adc,0.5380530973451327
517,21,mid,adc,0.538
112,22,mid,adc,0.5379746835443038
7,67,mid,adc,0.5377574370709383
112,202,mid,adc,0.5368020304568528
245,67,mid,adc,0.5362637362637362
64,18,mid,adc,0.5361216730038023
1,360,mid,adc,0.5353982300884956
142,51,mid,adc,0.5353159851301115
45,145,mid,adc,0.5350089766606823
10,145,mid,adc,0.5340909090909091
246,18,mid,adc,0.533724340175953
90,360,mid,adc,0.533724340175953
34,222,mid,adc,0.5334645669291339
238,15,mid,adc,0.5331491712707183
103,21,mid,adc,0.5330188679245284
45,51,mid,adc,0.5324675324675324
10,81,mid,adc,0.5320197044334976
4,67,mid,adc,0.5319767441860465
157,22,mid,adc,0.5311111111111111
101,18,mid,adc,0.5310734463276836
58,145,mid,adc,0.5304347826086957
10,202,mid,adc,0.5303643724696356
7,119,mid,adc,0.5301204819277109
69,222,mid,adc,0.53
246,110,mid,adc,0.5291005291005291
34,22,mid,adc,0.5284090909090909
61,21,mid,adc,0.5283018867924528
3,18,mid,adc,0.528023598820059
131,145,mid,adc,0.5279126213592233
91,145,mid,adc,0.5274914089347079
234,202,mid,adc,0.5271739130434783
90,202,mid,adc,0.5267857142857143
103,18,mid,adc,0.526706231454006
246,67,mid,adc,0.5266393442622951
34,96,mid,adc,0.5266272189349113
131,18,mid,adc,0.5265392781316348
777,96,mid,adc,0.5264483627204031
777,21,mid,adc,0.5263157894736842
38,222,mid,adc,0.5262321144674086
3,51,mid,adc,0.5260663507109005
236,51,mid,adc,0.5259515570934256
101,202,mid,adc,0.5255102040816326
1,222,mid,adc,0.5246913580246914
245,145,mid,adc,0.5246853823814134
234,51,mid,adc,0.5246636771300448
777,119,mid,adc,0.5245901639344263
18,202,mid,adc,0.524390243902439
4,236,mid,adc,0.524390243902439
157,15,mid,adc,0.5242718446601942
131,222,mid,adc,0.524008350730689
18,145,mid,adc,0.5239616613418531
61,145,mid,adc,0.5236593059936908
34,67,mid,adc,0.5233918128654971
131,202,mid,adc,0.523109243697479
45,81,mid,adc,0.5229681978798587
246,29,mid,adc,0.5223880597014925
268,145,mid,adc,0.5222672064777328
80,145,mid,adc,0.521978021978022
8,498,mid,adc,0.5217391304347826
245,222,mid,adc,0.5215759849906192
246,360,mid,adc,0.5212765957446809
3,222,mid,adc,0.5210526315789473
157,18,mid,adc,0.5209339774557166
90,145,mid,adc,0.5203955500618047
875,145,mid,adc,0.5201342281879194
91,360,mid,adc,0.52
99,29,mid,adc,0.51931330472103
90,67,mid,adc,0.518840579710145
101,22,mid,adc,0.5186915887850467
55,222,mid,adc,0.5186046511627908
161,67,mid,adc,0.5185185185185185
55,15,mid,adc,0.5184049079754601
10,18,mid,adc,0.5181159420289855
34,145,mid,adc,0.5179324894514767
157,110,mid,adc,0.5175292153589316
64,360,mid,adc,0.5172413793103449
127,51,mid,adc,0.5170454545454546
8,110,mid,adc,0.5164556962025316
64,81,mid,adc,0.5161290322580645
42,202,mid,adc,0.5161290322580645
1,202,mid,adc,0.5156695156695157
8,81,mid,adc,0.5156037991858887
8,22,mid,adc,0.5155709342560554
55,96,mid,adc,0.5153664302600472
69,145,mid,adc,0.5153061224489796
80,202,mid,adc,0.5152838427947598
777,360,mid,adc,0.5151515151515151
61,29,mid,adc,0.514792899408284
90,51,mid,adc,0.5145985401459854
245,110,mid,adc,0.5138461538461538
101,67,mid,adc,0.5135802469135803
112,21,mid,adc,0.5134099616858238
103,119,mid,adc,0.5133689839572193
246,202,mid,adc,0.5130168453292496
68,222,mid,adc,0.5128205128205128
777,51,mid,adc,0.5127478753541076
238,67,mid,adc,0.5126737530662305
238,236,mid,adc,0.5126475548060708
105,222,mid,adc,0.512
90,22,mid,adc,0.5116279069767442
157,96,mid,adc,0.5115740740740741
105,21,mid,adc,0.5114942528735632
91,236,mid,adc,0.5114503816793893
3,360,mid,adc,0.5112540192926045
3,145,mid,adc,0.510989010989011
245,21,mid,adc,0.5108695652173914
45,18,mid,adc,0.5108359133126935
99,360,mid,adc,0.5108108108108108
99,145,mid,adc,0.5106609808102346
245,360,mid,adc,0.5105263157894737
234,67,mid,adc,0.5104602510460251
38,81,mid,adc,0.5103011093502378
517,96,mid,adc,0.5102040816326531
4,81,mid,adc,0.5102040816326531
101,145,mid,adc,0.51010101010101
238,202,mid,adc,0.5099337748344371
91,81,mid,adc,0.5098314606741573
103,222,mid,adc,0.5095447870778267
101,51,mid,adc,0.5095367847411444
517,29,mid,adc,0.5095320623916811
238,22,mid,adc,0.509375
103,96,mid,adc,0.5091743119266054
777,18,mid,adc,0.5091543156059285
8,222,mid,adc,0.5085324232081911
55,145,mid,adc,0.5081900081900081
517,145,mid,adc,0.5080620626711286
91,51,mid,adc,0.5079787234042553
105,145,mid,adc,0.5077105575326216
7,202,mid,adc,0.5074135090609555
517,110,mid,adc,0.5073779795686719
517,51,mid,adc,0.5072046109510087
246,96,mid,adc,0.5064377682403434
34,51,mid,adc,0.5063694267515924
127,360,mid,adc,0.5063291139240507
61,110,mid,adc,0.5062240663900415
777,67,mid,adc,0.5060908084163898
55,202,mid,adc,0.5059101654846335
103,360,mid,adc,0.5058823529411764
55,51,mid,adc,0.5057915057915058
157,498,mid,adc,0.5054545454545455
91,202,mid,adc,0.5054347826086957
55,498,mid,adc,0.5050505050505051
4,22,mid,adc,0.5050505050505051
777,29,mid,adc,0.5046082949308756
238,222,mid,adc,0.5045454545454545
103,236,mid,adc,0.504
777,15,mid,adc,0.503968253968254
38,236,mid,adc,0.5038759689922481
112,110,mid,adc,0.5036496350364964
157,145,mid,adc,0.5036068530207394
1,81,mid,adc,0.503448275862069
112,51,mid,adc,0.5033557046979866
777,145,mid,adc,0.5033269961977186
105,51,mid,adc,0.5032679738562091
34,360,mid,adc,0.5030120481927711
38,202,mid,adc,0.5028985507246376
103,202,mid,adc,0.5028248587570622
68,81,mid,adc,0.5028248587570622
161,145,mid,adc,0.5023584905660378
84,202,mid,adc,0.502
91,18,mid,adc,0.5018181818181818
8,29,mid,adc,0.5017543859649123
103,81,mid,adc,0.5017064846416383
38,145,mid,adc,0.5015432098765432
84,18,mid,adc,0.5014031805425632
103,51,mid,adc,0.5012531328320802
105,202,mid,adc,0.5010615711252654
246,145,mid,adc,0.5010046885465506
34,18,mid,adc,0.5009345794392523
238,81,mid,adc,0.5009276437847866
777,222,mid,adc,0.5008361204013378
238,145,mid,adc,0.5008220979940808
246,222,mid,adc,0.5
157,202,mid,adc,0.5
131,360,mid,adc,0.5
131,236,mid,adc,0.5
99,96,mid,adc,0.5
99,67,mid,adc,0.5
91,119,mid,adc,0.5
84,21,mid,adc,0.5
55,110,mid,adc,0.5
55,18,mid,adc,0.5
7,236,mid,adc,0.5
3,67,mid,adc,0.5
55,360,mid,adc,0.499457111834962
517,81,mid,adc,0.4994212962962963
84,67,mid,adc,0.4993939393939394
4,18,mid,adc,0.4989816700610998
157,67,mid,adc,0.49888641425389757
238,119,mid,adc,0.49869451697127937
45,202,mid,adc,0.4986072423398329
84,96,mid,adc,0.4984984984984985
112,67,mid,adc,0.4981684981684982
4,145,mid,adc,0.4979508196721312
127,67,mid,adc,0.49777777777777776
245,51,mid,adc,0.4972972972972973
131,21,mid,adc,0.49714285714285716
101,119,mid,adc,0.49707602339181284
142,81,mid,adc,0.49691991786447637
91,222,mid,adc,0.4968152866242038
246,51,mid,adc,0.49635036496350365
142,110,mid,adc,0.49615384615384617
517,360,mid,adc,0.4958427815570673
234,18,mid,adc,0.49554896142433236
112,222,mid,adc,0.49531459170013387
234,145,mid,adc,0.4952120383036936
99,18,mid,adc,0.49517684887459806
157,222,mid,adc,0.4951627088830255
80,81,mid,adc,0.49504950495049505
13,222,mid,adc,0.4948805460750853
7,29,mid,adc,0.4946236559139785
131,67,mid,adc,0.49444444444444446
55,119,mid,adc,0.49441340782122906
91,29,mid,adc,0.4943820224719101
38,51,mid,adc,0.49430523917995445
238,18,mid,adc,0.49390243902439024
8,96,mid,adc,0.49377593360995853
245,18,mid,adc,0.4936014625228519
39,18,mid,adc,0.493368700265252
84,222,mid,adc,0.4930875576036866
157,51,mid,adc,0.4930747922437673
127,18,mid,adc,0.4928571428571429
142,222,mid,adc,0.49266247379454925
103,145,mid,adc,0.49230769230769234
99,81,mid,adc,0.49223946784922396
517,222,mid,adc,0.4916013437849944
61,360,mid,adc,0.4915254237288136
101,222,mid,adc,0.49094202898550726
55,67,mid,adc,0.4909090909090909
4,110,mid,adc,0.4909090909090909
64,51,mid,adc,0.49079754601226994
3,81,mid,adc,0.490625
234,222,mid,adc,0.4904632152588556
38,360,mid,adc,0.4900662251655629
777,202,mid,adc,0.4900086880973067
517,67,mid,adc,0.48996913580246915
7,145,mid,adc,0.4898989898989899
134,360,mid,adc,0.4897959183673469
42,18,mid,adc,0.4897119341563786
238,51,mid,adc,0.48953140578265203
161,360,mid,adc,0.489247311827957
13,18,mid,adc,0.48923076923076925
7,110,mid,adc,0.4892086330935252
55,81,mid,adc,0.4890400604686319
157,21,mid,adc,0.4888888888888889
91,110,mid,adc,0.4886731391585761
518,18,mid,adc,0.4885057471264368
105,18,mid,adc,0.48846153846153845
90,222,mid,adc,0.4882075471698113
55,29,mid,adc,0.4882075471698113
7,222,mid,adc,0.48811410459587956
518,222,mid,adc,0.4880952380952381
38,67,mid,adc,0.4879032258064516
61,67,mid,adc,0.48787061994609165
38,29,mid,adc,0.4878048780487805
90,18,mid,adc,0.48758465011286684
39,67,mid,adc,0.48742138364779874
38,18,mid,adc,0.4873323397913562
80,360,mid,adc,0.4873096446700508
777,110,mid,adc,0.48695652173913045
777,236,mid,adc,0.48663101604278075
236,22,mid,adc,0.4864864864864865
42,222,mid,adc,0.48623853211009177
157,360,mid,adc,0.48597081930415265
127,202,mid,adc,0.48589341692789967
64,145,mid,adc,0.48588709677419356
142,360,mid,adc,0.4857142857142857
517,15,mid,adc,0.4854586129753915
90,81,mid,adc,0.4844124700239808
245,22,mid,adc,0.484304932735426
777,81,mid,adc,0.48408239700374533
112,360,mid,adc,0.4838709677419355
112,236,mid,adc,0.4838709677419355
517,18,mid,adc,0.4838520258367587
8,360,mid,adc,0.4837476099426386
39,110,mid,adc,0.4835164835164835
80,222,mid,adc,0.48314606741573035
246,81,mid,adc,0.48313090418353577
246,236,mid,adc,0.4823008849557522
234,360,mid,adc,0.48214285714285715
238,523,mid,adc,0.4820717131474104
777,22,mid,adc,0.4816414686825054
131,81,mid,adc,0.48157248157248156
55,236,mid,adc,0.48155737704918034
517,202,mid,adc,0.4814603536794067
245,81,mid,adc,0.48140495867768596
112,119,mid,adc,0.48130841121495327
245,29,mid,adc,0.48128342245989303
90,29,mid,adc,0.48128342245989303
236,29,mid,adc,0.48125
8,21,mid,adc,0.4808362369337979
8,51,mid,adc,0.48066298342541436
517,22,mid,adc,0.48049921996879874
80,67,mid,adc,0.48
238,110,mid,adc,0.4799498746867168
103,67,mid,adc,0.4798464491362764
84,110,mid,adc,0.4794520547945205
84,15,mid,adc,0.4789915966386555
134,18,mid,adc,0.47878787878787876
157,119,mid,adc,0.4786885245901639
61,202,mid,adc,0.4786821705426357
517,236,mid,adc,0.47863247863247865
80,51,mid,adc,0.4782608695652174
64,222,mid,adc,0.4782608695652174
7,81,mid,adc,0.47783251231527096
517,498,mid,adc,0.4775
127,145,mid,adc,0.47731397459165154
245,236,mid,adc,0.4764705882352941
45,360,mid,adc,0.47596153846153844
105,236,mid,adc,0.47540983606557374
234,81,mid,adc,0.4750593824228028
38,21,mid,adc,0.475
84,51,mid,adc,0.47417840375586856
90,110,mid,adc,0.47413793103448276
99,51,mid,adc,0.47411444141689374
236,110,mid,adc,0.47410358565737054
61,18,mid,adc,0.4740882917466411
8,236,mid,adc,0.47388059701492535
69,18,mid,adc,0.4724770642201835
238,29,mid,adc,0.47192982456140353
61,96,mid,adc,0.47191011235955055
517,119,mid,adc,0.4713375796178344
84,145,mid,adc,0.47082699137493655
131,110,mid,adc,0.4700854700854701
236,360,mid,adc,0.4699140401146132
84,498,mid,adc,0.4698275862068966
238,360,mid,adc,0.4673815907059875
84,360,mid,adc,0.4668335419274093
238,21,mid,adc,0.46551724137931033
54,145,mid,adc,0.46551724137931033
112,29,mid,adc,0.46530612244897956
245,96,mid,adc,0.46511627906976744
34,81,mid,adc,0.4645308924485126
134,67,mid,adc,0.4642857142857143
34,236,mid,adc,0.4642857142857143
131,22,mid,adc,0.4639175257731959
142,145,mid,adc,0.4631578947368421
7,22,mid,adc,0.46255506607929514
142,202,mid,adc,0.4624413145539906
246,22,mid,adc,0.4623287671232877
7,360,mid,adc,0.4618320610687023
13,67,mid,adc,0.46153846153846156
34,110,mid,adc,0.4609053497942387
161,222,mid,adc,0.4595744680851064
112,15,mid,adc,0.4594594594594595
4,360,mid,adc,0.4593908629441624
3,110,mid,adc,0.4583333333333333
236,96,mid,adc,0.45625
84,22,mid,adc,0.4560975609756098
101,21,mid,adc,0.45588235294117646
236,18,mid,adc,0.4556701030927835
161,51,mid,adc,0.45549738219895286
99,110,mid,adc,0.4554794520547945
61,222,mid,adc,0.45546558704453444
134,81,mid,adc,0.4551971326164875
61,81,mid,adc,0.45494505494505494
84,29,mid,adc,0.45317220543806647
7,18,mid,adc,0.45306859205776173
517,235,mid,adc,0.4530386740331492
134,145,mid,adc,0.4527272727272727
84,81,mid,adc,0.45272206303724927
236,222,mid,adc,0.45104895104895104
105,81,mid,adc,0.45076586433260396
39,360,mid,adc,0.4506578947368421
84,119,mid,adc,0.45
112,81,mid,adc,0.44972826086956524
157,523,mid,adc,0.4494949494949495
99,236,mid,adc,0.4494949494949495
236,202,mid,adc,0.4491525423728814
127,222,mid,adc,0.44884488448844884
39,222,mid,adc,0.44862155388471175
84,236,mid,adc,0.4485294117647059
887,222,mid,adc,0.4484848484848485
7,21,mid,adc,0.4484848484848485
38,110,mid,adc,0.4483695652173913
517,523,mid,adc,0.44776119402985076
7,51,mid,adc,0.4460227272727273
236,67,mid,adc,0.44594594594594594
134,202,mid,adc,0.4456140350877193
101,81,mid,adc,0.44543828264758495
126,145,mid,adc,0.445141065830721
39,51,mid,adc,0.4449152542372881
236,145,mid,adc,0.4445628997867804
99,22,mid,adc,0.4429223744292237
80,18,mid,adc,0.4429223744292237
101,110,mid,adc,0.44150943396226416
39,202,mid,adc,0.4397905759162304
61,22,mid,adc,0.4393063583815029
142,18,mid,adc,0.43829787234042555
39,145,mid,adc,0.4382183908045977
142,67,mid,adc,0.43727598566308246
238,498,mid,adc,0.4371584699453552
61,51,mid,adc,0.436241610738255
103,22,mid,adc,0.4357142857142857
